t,x,y,i
658,63629,1087696.37775448,3
659,63659,1088559.60988351,3
660,63668,1087007.9600764,3
661,63691,1090315.73231059,3
662,63714,1089169.57337475,3
663,63720,1092104.1028398,3
664,63722,1088202.5016819,3
665,63770,1090189.72597265,3
666,63817,1089406.87975402,3
667,63866,1090884.40908871,3
668,63916,1094046.81837998,3
669,63922,1094376.32478039,3
670,63950,1093543.54432898,3
671,63952,1094263.80113581,3
672,63963,1094845.56067749,3
673,63969,1094046.40688032,3
674,63985,1095944.86729357,3
675,64003,1092782.27421472,3
676,64041,1093355.92710837,3
677,64053,1097191.93868463,3
678,64059,1095585.13189112,3
679,64084,1095910.43769039,3
680,64119,1096923.38117333,3
681,64162,1098892.62643887,3
682,64173,1094193.72013616,3
683,64213,1098123.41363639,3
684,64259,1098526.28017338,3
685,64307,1097430.82768724,3
686,64318,1100703.44632629,3
687,64330,1101441.44914631,3
688,64360,1102451.44124021,3
689,64402,1102633.25645117,3
690,64432,1102336.97598515,3
691,64462,1102001.84483553,3
692,64462,1103230.99810546,3
693,64511,1102211.43279639,3
694,64539,1103215.68803944,3
695,64587,1106970.16184191,3
696,64593,1103237.37217605,3
697,64605,1104517.04848668,3
698,64643,1105734.73223104,3
699,64668,1106892.21751145,3
700,64692,1107406.38809813,3
701,64719,1106689.19131061,3
702,64736,1109304.01425672,3
703,64736,1108296.42092607,3
704,64745,1108298.47505493,3
705,64765,1106839.85240017,3
706,64800,1109541.69688271,3
707,64832,1108789.63047306,3
708,64852,1109380.92261444,3
709,64872,1110479.60188722,3
710,64915,1110446.57848685,3
711,64931,1109217.50929918,3
712,64934,1110668.76694014,3
713,64945,1111292.36075322,3
714,64973,1109831.34459642,3
715,65010,1112315.40840216,3
716,65048,1114887.46813049,3
717,65087,1114090.60530492,3
718,65102,1110397.67028401,3
719,65127,1114289.1754139,3
720,65142,1111056.14425466,3
721,65169,1115020.2895085,3
722,65180,1116130.215761,3
723,65209,1117498.55920404,3
724,65220,1117753.7110487,3
725,65247,1114276.67208178,3
726,65292,1116913.72417957,3
727,65308,1117340.11781034,3
728,65339,1118329.57043889,3
729,65356,1117702.0372545,3
730,65393,1120365.54688821,3
731,65410,1117405.74326181,3
732,65446,1116353.52889141,3
733,65477,1119251.94023181,3
734,65520,1118902.96925414,3
735,65546,1120631.27490569,3
736,65596,1123055.20730331,3
737,65634,1121672.6373325,3
738,65635,1120920.00619579,3
739,65671,1120831.83376466,3
740,65715,1124197.80433333,3
741,65719,1121672.47329869,3
742,65734,1123913.0662123,3
743,65743,1123188.79337157,3
744,65774,1125703.63916002,3
745,65824,1125456.1578586,3
746,65872,1127093.9558363,3
747,65872,1126545.1338198,3
748,65879,1125274.44471406,3
749,65887,1126772.39255881,3
750,65920,1126261.55660687,3
751,65930,1127604.8206,3
752,65938,1128744.17055257,3
753,65955,1129188.32505582,3
754,65980,1127702.16470363,3
755,66010,1126702.7238472,3
756,66057,1128059.63521983,3
757,66071,1129719.33939404,3
758,66105,1127379.66535546,3
759,66108,1130130.23829898,3
760,66139,1128913.34331828,3
761,66172,1132642.3554864,3
762,66219,1132972.53048928,3
763,66241,1132311.48412921,3
764,66264,1133920.00876357,3
765,66306,1134887.62964643,3
766,66310,1135194.35581199,3
767,66319,1132587.73801939,3
768,66344,1134526.70113359,3
769,66349,1133308.01199611,3
770,66350,1132878.86729778,3
771,66387,1133982.94448485,3
772,66416,1134429.08847164,3
773,66417,1135082.76698254,3
774,66419,1133919.86450856,3
775,66457,1133046.60554186,3
776,66497,1136695.210407,3
777,66515,1137998.76863236,3
778,66533,1136767.33884535,3
779,66544,1134871.00055817,3
780,66546,1138560.83641822,3
781,66559,1137706.97900202,3
782,66576,1138125.45395324,3
783,66598,1140145.7226264,3
784,66611,1138439.11098975,3
785,66630,1139721.85790099,3
786,66658,1140823.76514321,3
787,66703,1141214.5164072,3
788,66735,1140063.79891799,3
789,66779,1141698.65934554,3
790,66788,1143394.77981642,3
791,66817,1141990.9298782,3
792,66835,1143373.88852723,3
793,66861,1144068.15774903,3
794,66869,1141736.77248719,3
795,66910,1145250.90760116,3
796,66942,1144422.77860594,3
797,66974,1145236.6639818,3
798,67010,1147714.33378652,3
799,67044,1148833.13179941,3
800,67057,1146568.29169478,3
801,67066,1146726.48607302,3
802,67112,1147411.77721239,3
803,67148,1149268.04605142,3
804,67175,1149624.25831065,3
805,67191,1152073.54328355,3
806,67235,1151324.77492067,3
807,67244,1151963.97353329,3
808,67263,1151508.95515997,3
809,67307,1149684.31740545,3
810,67312,1149696.32824587,3
811,67346,1152667.35510961,3
812,67381,1154207.22628035,3
813,67394,1154245.41920185,3
814,67400,1151768.09180168,3
815,67444,1152931.25421097,3
816,67474,1152253.9855987,3
817,67514,1151050.55076901,3
818,67525,1155125.59811246,3
819,67570,1154743.04810331,3
820,67600,1155022.5392073,3
821,67615,1157800.80138675,3
822,67638,1154822.08649677,3
823,67666,1156645.97592101,3
824,67672,1156952.31848908,3
825,67683,1158103.68092826,3
826,67726,1156229.80731685,3
827,67742,1160354.21745105,3
828,67761,1158888.10575874,3
829,67809,1159098.3487842,3
830,67843,1157794.99323434,3
831,67845,1160308.89469999,3
832,67873,1162381.36976737,3
833,67899,1160879.57989219,3
834,67916,1161469.64276802,3
835,67917,1162803.99184029,3
836,67956,1161162.67615691,3
837,67990,1160590.08007986,3
838,68025,1164368.78730738,3
839,68068,1162438.87071902,3
840,68100,1163316.20029901,3
841,68108,1166113.43026937,3
842,68112,1165758.69191276,3
843,68152,1163449.66437436,3
844,68198,1167072.61413,3
845,68239,1165846.0854559,3
846,68277,1169182.47928173,3
847,68280,1168623.14450606,3
848,68293,1169094.13140017,3
849,68310,1167559.61622817,3
850,68320,1168698.02350333,3
851,68352,1167521.80377551,3
852,68379,1169626.38237772,3
853,68399,1169788.3165988,3
854,68428,1169969.23529023,3
855,68450,1168656.11252362,3
856,68457,1170093.51684435,3
857,68489,1171123.91478202,3
858,68511,1167992.73363225,3
859,68561,1172244.35005434,3
860,68583,1172898.19063587,3
861,68633,1174380.72796403,3
862,68682,1174854.49251999,3
863,68715,1175582.83037711,3
864,68720,1172870.56951618,3
865,68736,1177404.03014974,3
866,68746,1173976.64003296,3
867,68755,1176431.05549053,3
868,68772,1176191.59218674,3
869,68791,1176006.91187613,3
870,68826,1175378.04982487,3
871,68831,1177513.76310429,3
872,68839,1178858.06652379,3
873,68850,1177108.04986677,3
874,68855,1176684.32777155,3
875,68896,1177448.43180704,3
876,68921,1177816.7107834,3
877,68958,1179997.34559221,3
878,68993,1178974.0488174,3
879,69021,1179448.04180361,3
880,69021,1179678.76832941,3
881,69036,1179627.3745912,3
882,69036,1180675.11744473,3
883,69040,1179876.34726963,3
884,69083,1181858.30469031,3
885,69091,1179773.8015042,3
886,69140,1182747.30967764,3
887,69174,1184181.40005615,3
888,69190,1182772.65442935,3
889,69231,1183983.66738415,3
890,69259,1184176.90899343,3
891,69292,1186703.81523053,3
892,69314,1182899.31225133,3
893,69321,1187333.05613499,3
894,69345,1186285.00399101,3
895,69380,1185950.30635299,3
896,69429,1186180.52595173,3
897,69445,1189357.58751319,3
898,69491,1187108.15015849,3
899,69522,1188875.58770419,3
900,69536,1188673.22509458,3
901,69569,1192205.31121397,3
902,69593,1190166.62268847,3
903,69641,1189982.93061062,3
904,69660,1189776.9312749,3
905,69672,1191385.33530684,3
906,69680,1191553.42530973,3
907,69685,1192845.99787844,3
908,69734,1192252.88343771,3
909,69752,1192293.37967845,3
910,69801,1193136.75559594,3
911,69820,1193788.26590477,3
912,69824,1193800.29536781,3
913,69857,1194084.64821411,3
914,69871,1193504.08041761,3
915,69889,1194873.14777289,3
916,69894,1196859.28651676,3
917,69942,1199578.91038828,3
918,69942,1194872.07726106,3
919,69980,1195881.43156035,3
920,69997,1197844.29270525,3
921,70044,1195821.32426709,3
922,70072,1195315.6625864,3
923,70083,1199267.95596326,3
924,70092,1199986.48035664,3
925,70095,1199260.61786399,3
926,70138,1198876.53918564,3
927,70152,1200126.2297674,3
928,70193,1197984.23419141,3
929,70221,1200613.89929912,3
930,70241,1200667.52180671,3
931,70272,1201029.04390597,3
932,70311,1200903.2143123,3
933,70330,1203476.85737138,3
934,70332,1203987.75537588,3
935,70382,1204187.48221192,3
936,70431,1203980.37136779,3
937,70436,1206958.89701853,3
938,70469,1204250.85337259,3
939,70501,1204632.61084695,3
940,70546,1205670.23553186,3
941,70587,1208406.48246653,3
942,70621,1210327.35249817,3
943,70631,1206006.79520973,3
944,70656,1208765.76889506,3
945,70672,1209520.39056603,3
946,70705,1209044.2291462,3
947,70722,1208992.57336011,3
948,70768,1209331.99829646,3
949,70813,1209878.48819403,3
950,70841,1211052.75581802,3
951,70881,1213740.43914578,3
952,70920,1212986.04697853,3
953,70928,1213054.38181363,3
954,70947,1212496.41336849,3
955,70986,1212415.18840595,3
956,71010,1213947.3429523,3
957,71044,1213180.82881345,3
958,71048,1213064.87878428,3
959,71082,1214954.47356396,3
960,71122,1217427.68739163,3
961,71135,1218073.5999926,3
962,71177,1215018.58819107,3
963,71223,1219044.81144431,3
964,71272,1219629.34994841,3
965,71295,1218441.34939319,3
966,71321,1219154.57375154,3
967,71336,1219225.12238635,3
968,71346,1221575.92307705,3
969,71372,1219632.85859315,3
970,71409,1221109.52972521,3
971,71411,1220196.09666512,3
972,71444,1221588.57051117,3
973,71459,1221278.16741186,3
974,71488,1221432.98465937,3
975,71519,1222290.62788633,3
976,71543,1221770.14883775,3
977,71579,1222440.74808631,3
978,71614,1224548.68113169,3
979,71659,1226141.75301128,3
980,71682,1227417.09695179,3
981,71687,1224293.30383775,3
982,71705,1224731.12504707,3
983,71745,1225980.66631767,3
984,71764,1227103.20145593,3
985,71814,1228335.9966828,3
986,71828,1228687.25714346,3
987,71832,1225838.23532392,3
988,71846,1224957.41385588,3
989,71849,1228396.24785701,3
990,71859,1227567.04630166,3
991,71908,1228229.19638936,3
992,71938,1232077.7312735,3
993,71949,1230422.44819519,3
994,71970,1233529.22534597,3
995,71994,1230843.85578525,3
996,72004,1230858.02131416,3
997,72023,1232414.70466149,3
998,72028,1234686.48294202,3
999,72028,1231944.76062674,3
1000,72077,1232968.67372985,3
1001,72117,1235492.4780252,3
1002,72122,1236210.06485578,3
1003,72122,1233102.03987324,3
1004,72132,1231542.72025822,3
1005,72134,1235711.25691742,3
1006,72140,1234299.44099105,3
1007,72145,1232027.77578369,3
1008,72185,1234785.9292316,3
1009,72222,1234769.42225828,3
1010,72246,1234991.7909397,3
1011,72288,1235122.39405382,3
1012,72307,1235979.23518974,3
1013,72337,1238071.89036434,3
1014,72382,1236756.42120009,3
1015,72407,1236672.75973895,3
1016,72414,1238604.14980197,3
1017,72452,1238104.66290588,3
1018,72470,1241011.16804581,3
1019,72474,1239339.99513561,3
1020,72497,1241348.30106817,3
1021,72527,1238706.18054424,3
1022,72560,1240090.07130319,3
1023,72608,1238541.41819341,3
1024,72652,1244306.92626784,3
1025,72662,1241099.85350601,3
1026,72670,1243951.46573486,3
1027,72682,1240095.00806068,3
1028,72697,1245670.63023386,3
1029,72737,1243419.08675984,3
1030,72737,1243126.62124261,3
1031,72741,1244253.21249226,3
1032,72789,1245390.73416219,3
1033,72817,1246569.73566549,3
1034,72847,1244975.49273303,3
1035,72850,1245441.68039017,3
1036,72880,1247796.76639521,3
1037,72893,1248377.30349846,3
1038,72902,1246579.92459703,3
1039,72913,1247826.55702711,3
1040,72922,1247053.82694798,3
1041,72948,1246459.62217839,3
1042,72959,1246119.49751274,3
1043,72979,1249523.05134332,3
1044,72984,1246850.67282985,3
1045,73007,1247994.02676693,3
1046,73046,1248477.33267049,3
1047,73095,1248125.66098568,3
1048,73105,1251133.22970445,3
1049,73120,1250411.23816896,3
1050,73125,1249000.27212868,3
1051,73149,1250348.82714358,3
1052,73176,1252894.46861804,3
1053,73192,1249791.2992594,3
1054,73225,1250797.96039558,3
1055,73243,1251454.67690614,3
1056,73267,1254061.40844315,3
1057,73307,1253657.27864913,3
1058,73337,1254415.89229304,3
1059,73354,1253493.32744625,3
1060,73387,1256207.49734224,3
1061,73428,1257141.30569105,3
1062,73476,1253879.10777871,3
1063,73502,1255368.34927753,3
1064,73515,1257244.18709939,3
1065,73544,1258049.15362348,3
1066,73547,1258888.33981815,3
1067,73592,1258855.66851528,3
1068,73618,1259078.70270246,3
1069,73646,1260762.71876426,3
1070,73688,1261276.03165069,3
1071,73722,1259591.30790555,3
1072,73740,1262211.96991357,3
1073,73788,1261061.74185785,3
1074,73830,1263649.37960111,3
1075,73867,1263515.51531703,3
1076,73883,1264965.60320285,3
1077,73911,1262586.64084407,3
1078,73925,1264544.84153127,3
1079,73967,1264116.3441612,3
1080,73993,1266022.46442539,3
1081,74017,1268030.28994848,3
1082,74063,1266551.81689536,3
1083,74103,1266931.88613845,3
1084,74142,1266866.07573894,3
1085,74167,1268771.13714516,3
1086,74202,1266983.54924947,3
1087,74252,1270017.2628082,3
1088,74299,1270129.63320876,3
1089,74340,1270817.51087413,3
1090,74371,1271111.61481149,3
1091,74392,1270541.30907588,3
1092,74435,1272572.09175784,3
1093,74465,1272640.06512529,3
1094,74505,1273493.7892389,3
1095,74524,1274199.64784172,3
1096,74554,1273915.07490015,3
1097,74564,1274173.60206579,3
1098,74565,1276230.01238305,3
1099,74605,1272405.71263438,3
1100,74608,1278172.4304366,3
1101,74628,1276195.86300804,3
1102,74656,1275531.51604498,3
1103,74697,1278784.65387887,3
1104,74728,1279022.48546299,3
1105,74747,1277980.22139635,3
1106,74761,1279299.71609186,3
1107,74765,1278884.7089629,3
1108,74793,1277965.19482735,3
1109,74801,1278014.73667957,3
1110,74830,1279219.62390088,3
1111,74854,1280024.58247965,3
1112,74858,1280094.19848295,3
1113,74902,1279501.45288406,3
1114,74927,1279418.98873306,3
1115,74937,1281784.21656446,3
1116,74981,1282963.09228352,3
1117,74991,1283707.25447728,3
1118,75032,1283089.94033557,3
1119,75076,1283351.47192055,3
1120,75081,1284264.01030446,3
1121,75121,1282772.81768401,3
1122,75151,1286284.8956664,3
1123,75178,1286352.22527286,3
1124,75187,1284732.53628357,3
1125,75192,1285708.54118362,3
1126,75192,1285082.49142659,3
1127,75209,1286149.0880504,3
1128,75248,1286170.9157323,3
1129,75268,1287251.92818413,3
1130,75276,1285541.92281328,3
1131,75302,1288706.5429174,3
1132,75332,1287701.66583392,3
1133,75381,1290437.20306321,3
1134,75421,1290894.40149897,3
1135,75434,1288273.620983,3
1136,75436,1291213.65277043,3
1137,75466,1291499.0375727,3
1138,75467,1289889.41355888,3
1139,75511,1291500.15429934,3
1140,75535,1292281.24143165,3
1141,75555,1290828.77372385,3
1142,75558,1292798.22245946,3
1143,75571,1292709.33374642,3
1144,75587,1293512.66383778,3
1145,75624,1293970.35006852,3
1146,75667,1293979.34299114,3
1147,75705,1294716.63517176,3
1148,75732,1295605.96537249,3
1149,75772,1296277.06178211,3
1150,75772,1297867.67463431,3
1151,75798,1293630.04121983,3
1152,75838,1295849.14135337,3
1153,75869,1297440.73261287,3
1154,75893,1295886.49496911,3
1155,75911,1296401.3490634,3
1156,75956,1298072.04533586,3
1157,75989,1297669.21687302,3
1158,76016,1299842.27112727,3
1159,76066,1298175.63844058,3
1160,76094,1302548.79791177,3
1161,76102,1301500.80876614,3
1162,76116,1302034.67330623,3
1163,76137,1301699.13670699,3
1164,76169,1303227.96658299,3
1165,76192,1303237.2277483,3
1166,76192,1304455.90212129,3
1167,76210,1302987.6420169,3
1168,76251,1304032.48820337,3
1169,76264,1304357.08986427,3
1170,76307,1303558.94882259,3
1171,76316,1303196.01718999,3
1172,76346,1307110.78620844,3
1173,76355,1306021.14526385,3
1174,76401,1308992.6677148,3
1175,76409,1306863.17330324,3
1176,76426,1304813.10897402,3
1177,76474,1304948.14412751,3
1178,76490,1307419.90474568,3
1179,76520,1307268.90268901,3
1180,76543,1307923.11743414,3
1181,76546,1308651.62832127,3
1182,76553,1307487.82277935,3
1183,76553,1309036.14577006,3
1184,76577,1309106.53879046,3
1185,76590,1310455.45647664,3
1186,76629,1313307.33945821,3
1187,76652,1312002.71230144,3
1188,76679,1310514.72048099,3
1189,76687,1312445.10381206,3
1190,76722,1310819.70388279,3
1191,76765,1313668.2098626,3
1192,76803,1310706.31907873,3
1193,76835,1315732.8353397,3
1194,76878,1313919.69393754,3
1195,76924,1315102.48254438,3
1196,76929,1313697.46702908,3
1197,76970,1314950.82296434,3
1198,77012,1317613.9399977,3
1199,77047,1315514.41110841,3
1200,77092,1317817.72501373,3
1201,77092,1317947.63245205,3
1202,77129,1319753.24939404,3
1203,77158,1320718.46728394,3
1204,77202,1320604.83946174,3
1205,77232,1321195.42124244,3
1206,77270,1320788.38565651,3
1207,77290,1319172.1531981,3
1208,77290,1319269.27673089,3
1209,77313,1322343.09983155,3
1210,77347,1323778.88408184,3
1211,77388,1321707.02163316,3
1212,77391,1324063.32552172,3
1213,77427,1324892.6604706,3
1214,77447,1323865.58254192,3
1215,77471,1326034.87411383,3
1216,77503,1325653.75645269,3
1217,77518,1324423.04963463,3
1218,77520,1327269.78627152,3
1219,77522,1326059.57323519,3
1220,77566,1326789.79821902,3
1221,77583,1325126.70659951,3
1222,77595,1327883.62155745,3
1223,77604,1328459.18104565,3
1224,77644,1328042.94733182,3
1225,77665,1326647.20056286,3
1226,77707,1329767.10445695,3
1227,77717,1328283.58875118,3
1228,77740,1331225.6769534,3
1229,77752,1330332.96170623,3
1230,77788,1329824.85963899,3
1231,77825,1330977.50740569,3
1232,77857,1331942.12472921,3
1233,77859,1332217.22365109,3
1234,77884,1334211.5750739,3
1235,77889,1333039.24067248,3
1236,77911,1330935.41422864,3
1237,77936,1331747.28929009,3
1238,77945,1332203.17183227,3
1239,77984,1334782.95545228,3
1240,78028,1334284.51225116,3
1241,78050,1336503.5620648,3
1242,78060,1332984.05872692,3
1243,78060,1335727.69298137,3
1244,78098,1337589.59655147,3
1245,78111,1334923.96727404,3
1246,78160,1336271.14742228,3
1247,78208,1338321.21915598,3
1248,78249,1339234.08104412,3
1249,78286,1338960.25604605,3
1250,78328,1341062.06945289,3
1251,78352,1339798.04809378,3
1252,78363,1340633.99795133,3
1253,78402,1340868.9739908,3
1254,78424,1339322.78438499,3
1255,78474,1340881.42450786,3
1256,78484,1342584.85307143,3
1257,78534,1343317.08543933,3
1258,78583,1342414.42525254,3
1259,78613,1341367.37521338,3
1260,78622,1345163.65038223,3
1261,78628,1347000.26797213,3
1262,78639,1341717.91809099,3
1263,78668,1346348.99973586,3
1264,78717,1346018.21261738,3
1265,78763,1347251.42706745,3
1266,78772,1347869.06132337,3
1267,78797,1348226.91546778,3
1268,78827,1346117.54107812,3
1269,78862,1348207.74474715,3
1270,78882,1348983.20557061,3
1271,78932,1350312.58402726,3
1272,78936,1352400.67335347,3
1273,78985,1347726.22133169,3
1274,79008,1351625.38127734,3
1275,79055,1352163.11058099,3
1276,79105,1351471.06350979,3
1277,79139,1354390.674056,3
1278,79142,1351715.68874487,3
1279,79148,1354401.9520373,3
1280,79183,1354927.27143288,3
1281,79219,1351844.5552434,3
1282,79269,1355226.2242081,3
1283,79315,1358011.12632037,3
1284,79361,1358627.5472998,3
1285,79369,1358486.1454902,3
1286,79381,1357854.65249191,3
1287,79422,1358344.32505576,3
1288,79442,1356999.92014781,3
1289,79443,1358858.75744468,3
1290,79458,1356100.90135206,3
1291,79503,1359266.76729846,3
1292,79550,1360177.54085717,3
1293,79550,1358545.17196916,3
1294,79586,1360500.43681301,3
1295,79589,1358774.34238243,3
1296,79616,1361772.4133285,3
1297,79641,1361278.10465555,3
1298,79667,1364224.18703611,3
1299,79694,1360606.34301809,3
1300,79708,1364628.52816088,3
1301,79726,1363924.44694228,3
1302,79755,1363106.40816117,3
1303,79803,1363749.67625607,3
1304,79853,1367063.16687911,3
1305,79885,1368048.53566445,3
1306,79929,1366591.37870306,3
1307,79957,1366471.7318875,3
1308,79958,1366668.61169265,3
1309,79983,1368855.1802568,3
1310,80025,1369061.30760517,3
1311,80063,1368885.84517982,3
1312,80100,1368063.69928473,3
1313,80144,1370679.90608453,3
1314,80158,1373875.04042255,3
1315,80188,1370638.53893278,3
1316,80216,1372134.61431972,3
1317,80264,1374265.59103691,3
1318,80296,1373573.50309751,3
1319,80303,1373122.95975966,3
1320,80353,1375579.36188245,3
1321,80392,1377859.43105257,3
1322,80435,1377752.18423617,3
1323,80471,1377248.2354545,3
1324,80496,1377837.82375,3
1325,80499,1377457.93590042,3
1326,80526,1378038.21173288,3
1327,80563,1377392.01693628,3
1328,80576,1378626.18455502,3
1329,80582,1379424.0535282,3
1330,80603,1377933.30880968,3
1331,80614,1379534.71035157,3
1332,80614,1381564.27259568,3
1333,80637,1378594.60400522,3
1334,80642,1378590.30271516,3
1335,80691,1380196.63493045,3
1336,80700,1379886.46533007,3
1337,80708,1380623.27335767,3
1338,80714,1380330.25722655,3
1339,80754,1379316.69781297,3
1340,80767,1381694.18076496,3
1341,80774,1381912.47278311,3
1342,80819,1381486.66750797,3
1343,80838,1383187.17385164,3
1344,80870,1381294.10239201,3
1345,80889,1383686.52122886,3
1346,80891,1383593.70489055,3
1347,80906,1382242.10255354,3
1348,80955,1383365.01035573,3
1349,80974,1382828.52429415,3
1350,80975,1384110.59069425,3
1351,80997,1384127.11678413,3
1352,81004,1385923.62941807,3
1353,81038,1388578.62258798,3
1354,81053,1384732.95609981,3
1355,81079,1388004.11929541,3
1356,81128,1382791.19908391,3
1357,81132,1386360.74448338,3
1358,81155,1386777.99974184,3
1359,81179,1386634.17887403,3
1360,81202,1388143.04082622,3
1361,81238,1387439.34538339,3
1362,81261,1390071.43962621,3
1363,81309,1389055.00373081,3
1364,81330,1390514.74224611,3
1365,81353,1391396.84409977,3
1366,81377,1391489.15298164,3
1367,81411,1390026.1397406,3
1368,81445,1392831.89877688,3
1369,81478,1394141.05681226,3
1370,81493,1396568.56165586,3
1371,81498,1394269.41401857,3
1372,81548,1392905.93377735,3
1373,81592,1394672.05100778,3
1374,81633,1397500.36441822,3
1375,81674,1397405.26256179,3
1376,81674,1396251.15888735,3
1377,81715,1396379.77223313,3
1378,81742,1399896.86458695,3
1379,81743,1398890.98279774,3
1380,81770,1399356.60376991,3
1381,81793,1398695.92403875,3
1382,81806,1398764.34265465,3
1383,81852,1400022.02148387,3
1384,81892,1402361.46863346,3
1385,81940,1400399.51016526,3
1386,81970,1402823.98202119,3
1387,82013,1402336.1721645,3
1388,82023,1401194.12184391,3
1389,82045,1402979.64925867,3
1390,82083,1404576.09874815,3
1391,82114,1403530.00249222,3
1392,82144,1404267.40554122,3
1393,82166,1402750.23913001,3
1394,82208,1403282.55711553,3
1395,82237,1408492.71556414,3
1396,82277,1404879.40589501,3
1397,82286,1405276.67638136,3
1398,82301,1406319.75432968,3
1399,82342,1407225.17988405,3
1400,82379,1408222.67339147,3
1401,82413,1409612.88681357,3
1402,82435,1408292.6627375,3
1403,82456,1407873.22771459,3
1404,82490,1409977.52189346,3
1405,82523,1409791.07988926,3
1406,82557,1411967.17256967,3
1407,82566,1411458.76076091,3
1408,82609,1412781.56038596,3
1409,82647,1411865.99994157,3
1410,82688,1411898.22842995,3
1411,82722,1411166.05981842,3
1412,82738,1415188.82504696,3
1413,82783,1415738.30756964,3
1414,82784,1415210.47709721,3
1415,82827,1418144.05995693,3
1416,82836,1416071.46535847,3
1417,82873,1418817.77570152,3
1418,82899,1418532.93724276,3
1419,82939,1419090.66289311,3
1420,82948,1418230.67525392,3
1421,82992,1417996.60346638,3
1422,83001,1421050.57311324,3
1423,83026,1422376.36298887,3
1424,83064,1421897.92135288,3
1425,83081,1421704.07294868,3
1426,83107,1420514.10051033,3
1427,83117,1420411.14069544,3
1428,83127,1421238.43689322,3
1429,83162,1421210.91091714,3
1430,83183,1421149.76671655,3
1431,83210,1424257.10654168,3
1432,83233,1422854.49417209,3
1433,83246,1422009.43012981,3
1434,83271,1425514.3724994,3
1435,83321,1423194.26159839,3
1436,83347,1423471.1811991,3
1437,83391,1426116.71536332,3
1438,83409,1424178.70470559,3
1439,83426,1426358.58709841,3
1440,83474,1426821.71962919,3
1441,83496,1427252.99832646,3
1442,83506,1426145.98834198,3
1443,83535,1427914.69522016,3
1444,83573,1429734.48101945,3
1445,83579,1428790.82087409,3
1446,83610,1428947.94401412,3
1447,83610,1429649.96331665,3
1448,83624,1430776.845403,3
1449,83646,1431605.22362137,3
1450,83695,1430575.69137813,3
1451,83737,1429912.96538817,3
1452,83787,1433458.22541759,3
1453,83815,1432122.51342722,3
1454,83844,1434273.88783134,3
1455,83871,1433798.61287857,3
1456,83889,1432340.07570153,3
1457,83914,1431855.51404222,3
1458,83962,1435392.71712233,3
1459,83994,1436736.14706008,3
1460,84016,1436551.04173501,3
1461,84061,1438385.94751117,3
1462,84086,1440326.17120464,3
1463,84102,1439482.49719586,3
1464,84103,1438125.22101649,3
1465,84122,1438633.07116624,3
1466,84136,1438749.56540007,3
1467,84139,1437686.13433558,3
1468,84187,1440200.09044366,3
1469,84236,1437893.76261963,3
1470,84241,1438971.78204458,3
1471,84271,1441283.99278918,3
1472,84272,1441559.42818428,3
1473,84296,1442790.9920102,3
1474,84309,1441738.66961912,3
1475,84345,1442075.15397468,3
1476,84369,1443943.06730239,3
1477,84399,1441144.43222443,3
1478,84416,1444352.39464029,3
1479,84466,1445306.13669844,3
1480,84478,1445273.85210811,3
1481,84480,1446869.26131909,3
1482,84504,1444272.75401836,3
1483,84532,1446399.17401114,3
1484,84538,1445312.98453989,3
1485,84557,1446332.63179893,3
1486,84565,1446481.35246156,3
1487,84607,1446387.36281849,3
1488,84643,1449059.58825428,3
1489,84644,1448066.34291229,3
1490,84662,1448853.44136226,3
1491,84682,1447095.25606178,3
1492,84702,1450805.58125729,3
1493,84720,1447099.1885262,3
1494,84733,1449360.76371598,3
1495,84736,1447360.17684819,3
1496,84764,1449060.94202691,3
1497,84809,1449678.45043722,3
1498,84814,1451560.46349828,3
1499,84815,1449990.09621593,3
1500,84843,1447410.53912008,3
1501,84883,1452250.09830792,3
1502,84893,1450960.04513054,3
1503,84941,1453779.96400418,3
1504,84969,1450451.05473518,3
1505,84999,1454165.41973304,3
1506,85027,1454134.70334021,3
1507,85041,1453678.5313256,3
1508,85069,1454144.9345703,3
1509,85104,1452581.20478009,3
1510,85123,1456678.97961614,3
1511,85150,1454327.49027355,3
1512,85179,1458053.95519022,3
1513,85225,1454492.25157995,3
1514,85228,1455062.22369437,3
1515,85252,1458462.00448641,3
1516,85284,1455811.95294491,3
1517,85294,1460457.08485033,3
1518,85332,1458672.31558836,3
1519,85336,1458137.27350802,3
1520,85341,1460443.29084798,3
1521,85379,1459008.77782928,3
1522,85428,1461411.00932396,3
1523,85468,1462244.91627098,3
1524,85514,1465740.62868807,3
1525,85551,1464765.25747347,3
1526,85578,1462634.36942648,3
1527,85593,1461718.66947748,3
1528,85638,1465053.13263308,3
1529,85646,1465314.0348194,3
1530,85692,1467400.53854186,3
1531,85708,1465654.16853735,3
1532,85754,1464864.68384373,3
1533,85772,1466155.31462362,3
1534,85773,1467489.83530337,3
1535,85806,1467302.96170561,3
1536,85837,1468889.52880197,3
1537,85860,1469216.49587997,3
1538,85901,1465828.83804331,3
1539,85923,1469491.8253321,3
1540,85961,1469530.88665896,3
1541,85977,1466728.86345498,3
1542,86013,1470948.20053072,3
1543,86025,1469489.38808314,3
1544,86071,1472595.98574778,3
1545,86082,1470515.92378052,3
1546,86100,1471937.11648151,3
1547,86123,1472950.31323977,3
1548,86132,1471480.8571317,3
1549,86173,1472797.64009204,3
1550,86223,1473224.93051208,3
1551,86230,1475554.55003231,3
1552,86267,1474435.94010734,3
1553,86270,1474281.51959187,3
